BG10106	H0	BG10106/11g/H0/results.H0.txt:lnL(ntime: 19  np: 21):  -5972.635988     +0.000000
BG10106	H1a	BG10106/11g/H1a/results.H1a.txt:lnL(ntime: 19  np: 22):  -5972.635933     +0.000000
BG10106	H1c	BG10106/11g/H1c/results.H1c.txt:lnL(ntime: 19  np: 22):  -5972.097350     +0.000000
BG10106	H1t	BG10106/11g/H1t/results.H1t.txt:lnL(ntime: 19  np: 22):  -5972.442386     +0.000000
BG10106	H1w	BG10106/11g/H1w/results.H1w.txt:lnL(ntime: 19  np: 22):  -5972.576183     +0.000000
BG10106	H2C2a	BG10106/11g/H2C2a/results.H2C2a.txt:lnL(ntime: 19  np: 23):  -5972.376692     +0.000000
BG10106	H2C2c	BG10106/11g/H2C2c/results.H2C2c.txt:lnL(ntime: 19  np: 23):  -5972.042208     +0.000000
BG10106	H2C2cw	BG10106/11g/H2C2cw/results.H2C2cw.txt:lnL(ntime: 19  np: 23):  -5971.124042     +0.000000
BG10106	H2C2t	BG10106/11g/H2C2t/results.H2C2t.txt:lnL(ntime: 19  np: 23):  -5972.212056     +0.000000
BG10106	H2C2w	BG10106/11g/H2C2w/results.H2C2w.txt:lnL(ntime: 19  np: 23):  -5972.102530     +0.000000
BG10275	H0	BG10275/11g/H0/results.H0.txt:lnL(ntime: 19  np: 21):  -7519.750937     +0.000000
BG10275	H1a	BG10275/11g/H1a/results.H1a.txt:lnL(ntime: 19  np: 22):  -7519.139075     +0.000000
BG10275	H1c	BG10275/11g/H1c/results.H1c.txt:lnL(ntime: 19  np: 22):  -7517.235666     +0.000000
BG10275	H1t	BG10275/11g/H1t/results.H1t.txt:lnL(ntime: 19  np: 22):  -7519.617541     +0.000000
BG10275	H1w	BG10275/11g/H1w/results.H1w.txt:lnL(ntime: 19  np: 22):  -7519.752776     +0.000000
BG10275	H2C2a	BG10275/11g/H2C2a/results.H2C2a.txt:lnL(ntime: 19  np: 23):  -7514.556055     +0.000000
BG10275	H2C2c	BG10275/11g/H2C2c/results.H2C2c.txt:lnL(ntime: 19  np: 23):  -7514.270906     +0.000000
BG10275	H2C2cw	BG10275/11g/H2C2cw/results.H2C2cw.txt:lnL(ntime: 19  np: 23):  -7514.234743     +0.000000
BG10275	H2C2t	BG10275/11g/H2C2t/results.H2C2t.txt:lnL(ntime: 19  np: 23):  -7514.616734     +0.000000
BG10275	H2C2w	BG10275/11g/H2C2w/results.H2C2w.txt:lnL(ntime: 19  np: 23):  -7514.632023     +0.000000
BG10347	H0	BG10347/11g/H0/results.H0.txt:lnL(ntime: 19  np: 21):  -8690.268901     +0.000000
BG10347	H1a	BG10347/11g/H1a/results.H1a.txt:lnL(ntime: 19  np: 22):  -8690.256569     +0.000000
BG10347	H1c	BG10347/11g/H1c/results.H1c.txt:lnL(ntime: 19  np: 22):  -8689.728647     +0.000000
BG10347	H1t	BG10347/11g/H1t/results.H1t.txt:lnL(ntime: 19  np: 22):  -8688.504602     +0.000000
BG10347	H1w	BG10347/11g/H1w/results.H1w.txt:lnL(ntime: 19  np: 22):  -8688.801749     +0.000000
BG10347	H2C2a	BG10347/11g/H2C2a/results.H2C2a.txt:lnL(ntime: 19  np: 23):  -8686.607209     +0.000000
BG10347	H2C2c	BG10347/11g/H2C2c/results.H2C2c.txt:lnL(ntime: 19  np: 23):  -8686.672132     +0.000000
BG10347	H2C2cw	BG10347/11g/H2C2cw/results.H2C2cw.txt:lnL(ntime: 19  np: 23):  -8686.667184     +0.000000
BG10347	H2C2t	BG10347/11g/H2C2t/results.H2C2t.txt:lnL(ntime: 19  np: 23):  -8685.811842     +0.000000
BG10347	H2C2w	BG10347/11g/H2C2w/results.H2C2w.txt:lnL(ntime: 19  np: 23):  -8686.676151     +0.000000
BG10494	H0	BG10494/11g/H0/results.H0.txt:lnL(ntime: 19  np: 21):  -3302.451348     +0.000000
BG10494	H1a	BG10494/11g/H1a/results.H1a.txt:lnL(ntime: 19  np: 22):  -3302.180998     +0.000000
BG10494	H1c	BG10494/11g/H1c/results.H1c.txt:lnL(ntime: 19  np: 22):  -3301.134064     +0.000000
BG10494	H1t	BG10494/11g/H1t/results.H1t.txt:lnL(ntime: 19  np: 22):  -3302.052170     +0.000000
BG10494	H1w	BG10494/11g/H1w/results.H1w.txt:lnL(ntime: 19  np: 22):  -3301.674705     +0.000000
BG10494	H2C2a	BG10494/11g/H2C2a/results.H2C2a.txt:lnL(ntime: 19  np: 23):  -3301.639808     +0.000000
BG10494	H2C2c	BG10494/11g/H2C2c/results.H2C2c.txt:lnL(ntime: 19  np: 23):  -3301.133470     +0.000000
BG10494	H2C2cw	BG10494/11g/H2C2cw/results.H2C2cw.txt:lnL(ntime: 19  np: 23):  -3299.834262     +0.000000
BG10494	H2C2t	BG10494/11g/H2C2t/results.H2C2t.txt:lnL(ntime: 19  np: 23):  -3301.415926     +0.000000
BG10494	H2C2w	BG10494/11g/H2C2w/results.H2C2w.txt:lnL(ntime: 19  np: 23):  -3301.613852     +0.000000
BG10946	H0	BG10946/11g/H0/results.H0.txt:lnL(ntime: 19  np: 21):  -6756.246017     +0.000000
BG10946	H1a	BG10946/11g/H1a/results.H1a.txt:lnL(ntime: 19  np: 22):  -6756.246252     +0.000000
BG10946	H1c	BG10946/11g/H1c/results.H1c.txt:lnL(ntime: 19  np: 22):  -6754.880766     +0.000000
BG10946	H1t	BG10946/11g/H1t/results.H1t.txt:lnL(ntime: 19  np: 22):  -6755.738838     +0.000000
BG10946	H1w	BG10946/11g/H1w/results.H1w.txt:lnL(ntime: 19  np: 22):  -6755.466482     +0.000000
BG10946	H2C2a	BG10946/11g/H2C2a/results.H2C2a.txt:lnL(ntime: 19  np: 23):  -6754.870063     +0.000000
BG10946	H2C2c	BG10946/11g/H2C2c/results.H2C2c.txt:lnL(ntime: 19  np: 23):  -6754.318405     +0.000000
BG10946	H2C2cw	BG10946/11g/H2C2cw/results.H2C2cw.txt:lnL(ntime: 19  np: 23):  -6754.395477     +0.000000
BG10946	H2C2t	BG10946/11g/H2C2t/results.H2C2t.txt:lnL(ntime: 19  np: 23):  -6754.466356     +0.000000
BG10946	H2C2w	BG10946/11g/H2C2w/results.H2C2w.txt:lnL(ntime: 19  np: 23):  -6754.808202     +0.000000
BG11666	H0	BG11666/11g/H0/results.H0.txt:lnL(ntime: 19  np: 21):  -2181.298648     +0.000000
BG11666	H1a	BG11666/11g/H1a/results.H1a.txt:lnL(ntime: 19  np: 22):  -2181.298639     +0.000000
BG11666	H1c	BG11666/11g/H1c/results.H1c.txt:lnL(ntime: 19  np: 22):  -2180.649061     +0.000000
BG11666	H1t	BG11666/11g/H1t/results.H1t.txt:lnL(ntime: 19  np: 22):  -2181.298648     +0.000000
BG11666	H1w	BG11666/11g/H1w/results.H1w.txt:lnL(ntime: 19  np: 22):  -2180.944420     +0.000000
BG11666	H2C2a	BG11666/11g/H2C2a/results.H2C2a.txt:lnL(ntime: 19  np: 23):  -2181.265954     +0.000000
BG11666	H2C2c	BG11666/11g/H2C2c/results.H2C2c.txt:lnL(ntime: 19  np: 23):  -2180.312339     +0.000000
BG11666	H2C2cw	BG11666/11g/H2C2cw/results.H2C2cw.txt:lnL(ntime: 19  np: 23):  -2181.238572     +0.000000
BG11666	H2C2t	BG11666/11g/H2C2t/results.H2C2t.txt:lnL(ntime: 19  np: 23):  -2181.265964     +0.000000
BG11666	H2C2w	BG11666/11g/H2C2w/results.H2C2w.txt:lnL(ntime: 19  np: 23):  -2180.909261     +0.000000
BG11811	H0	BG11811/11g/H0/results.H0.txt:lnL(ntime: 19  np: 21):  -7294.010964     +0.000000
BG11811	H1a	BG11811/11g/H1a/results.H1a.txt:lnL(ntime: 19  np: 22):  -7294.010862     +0.000000
BG11811	H1c	BG11811/11g/H1c/results.H1c.txt:lnL(ntime: 19  np: 22):  -7293.844221     +0.000000
BG11811	H1t	BG11811/11g/H1t/results.H1t.txt:lnL(ntime: 19  np: 22):  -7294.010964     +0.000000
BG11811	H1w	BG11811/11g/H1w/results.H1w.txt:lnL(ntime: 19  np: 22):  -7294.010865     +0.000000
BG11811	H2C2a	BG11811/11g/H2C2a/results.H2C2a.txt:lnL(ntime: 19  np: 23):  -7293.445710     +0.000000
