BG12729	CDS	+	229513	230766
BG12754	CDS	-	230807	231067
BG12730	CDS	+	231336	232955
BG10646	CDS	-	233002	233883
BG10645	CDS	-	233982	235316
BG12731	CDS	+	235613	235861
BG12732	CDS	+	235953	236870
BG12733	CDS	+	236867	238117
BG12734	CDS	-	238152	238436
BG12735	CDS	-	238632	239543
BG12736	CDS	-	239632	241830
BG12737	CDS	-	241905	242825
BG12738	CDS	-	242822	243649
BG10924	CDS	+	243880	245034
BG10690	CDS	+	245178	246119
BG12739	CDS	+	246082	246480
BG12740	CDS	+	246646	247536
BG11012	CDS	+	247732	248265
BG12741	CDS	+	248256	248744
BG11013	CDS	+	248737	249528
BG12742	CDS	+	249583	249861
BG12743	CDS	+	249967	251307
BG12744	CDS	+	251415	252302
BG12745	CDS	+	252502	253470
BG11015	CDS	-	253506	254750
BG11014	CDS	-	254895	256790
BG12746	CDS	-	256811	257560
BG12747	CDS	+	257779	258486
BG12748	CDS	+	258520	258795
BG12749	CDS	+	259004	260074
BG12750	CDS	-	260111	261523
BG12751	CDS	-	261644	262591
BG12752	CDS	-	262720	264111
BG12753	CDS	-	264181	265164
BG10871	CDS	+	265536	266699
BG10872	CDS	+	266710	267654
BG11158	CDS	+	267881	268807
BG11159	CDS	+	268837	270303
BG11160	CDS	+	270387	271754
BG11161	CDS	+	271791	273158
BG11162	CDS	+	273228	273929
BG11163	CDS	+	274020	275552
BG11165	CDS	+	275829	276749
BG12776	CDS	+	277151	277312
BG11166	CDS	+	277333	278271
BG11167	CDS	+	278368	279048
BG11168	CDS	+	279050	279526
BG11169	CDS	+	279682	280521
BG11170	CDS	+	280640	281254
BG11171	CDS	-	281309	281695
BG11172	CDS	+	282009	282437
BG11173	CDS	+	282543	283274
BG11174	CDS	+	283553	285223
BG12777	CDS	+	285318	285530
BG11175	CDS	+	285591	286328
BG10873	CDS	-	286325	286972
BG11176	CDS	+	287051	288163
BG12613	CDS	-	288205	289644
BG12612	CDS	-	289684	290250
BG12755	CDS	+	290467	291594
BG10679	CDS	+	291757	292395
BG12778	CDS	-	292433	292816
BG12756	CDS	+	293051	294127
BG11997	CDS	-	294167	295123
BG11998	CDS	-	295136	295837
BG11338	CDS	+	295981	296721
BG11339	CDS	+	296722	297882
BG11340	CDS	+	298018	298950
BG12757	CDS	-	298990	300054
BG12758	CDS	+	300382	301800
BG12759	CDS	+	301987	303348
BG12760	CDS	-	303356	303859
BG12663	CDS	+	303982	305103
BG12761	CDS	+	305210	305986
BG12762	CDS	+	306011	307696
BG12763	CDS	+	307884	308843
BG12764	CDS	+	308899	309594
BG12765	CDS	+	309552	310394
BG12766	CDS	-	310432	311373
BG12767	CDS	+	311711	312310
BG12768	CDS	+	312332	312913
BG12769	CDS	+	312948	313526
BG12770	CDS	+	313577	314350
BG12771	CDS	+	314435	316048
BG12772	CDS	+	316064	317155
BG12773	CDS	+	317277	318479
BG12774	CDS	-	318732	319904
BG12775	CDS	-	319973	320275
BG11370	CDS	+	320565	321821
BG11371	CDS	+	321823	322671
BG11372	CDS	+	322671	323552
BG11789	CDS	-	323571	324740
BG11999	CDS	+	325133	326323
BG12000	CDS	+	326439	327020
BG10473	CDS	+	327169	329151
BG19003	CDS	+	329328	330293
BG12001	CDS	+	330325	331950
BG12002	CDS	-	332258	333538
BG12003	CDS	+	333651	334118
BG12004	CDS	+	334192	334821
BG12005	CDS	+	334891	335652
BG12006	CDS	-	335684	336817
BG12007	CDS	+	336984	337718
BG10694	CDS	+	337848	338666
BG10456	CDS	-	338716	339309
BG10457	CDS	+	339585	340145
BG12008	CDS	-	340173	340859
BG12009	CDS	+	341052	342026
BG11919	CDS	+	342098	343054
BG12010	CDS	+	343138	343920
BG12011	CDS	+	344111	345022
BG12012	CDS	+	345039	346586
BG12013	CDS	+	346782	348131
BG12014	CDS	+	348284	349519
BG12015	CDS	-	349556	350413
BG12016	CDS	-	350418	351302
BG12017	CDS	-	351402	352256
BG12018	CDS	+	352418	353428
BG11098	CDS	-	353460	354911
BG11097	CDS	-	354972	355292
BG11096	CDS	-	355324	357741
BG11095	CDS	-	357863	359995
BG11094	CDS	-	360002	362314
BG11093	CDS	+	362494	363759
BG12019	CDS	+	363815	364732
BG12020	CDS	+	364729	365313
BG12021	CDS	+	365622	366815
BG11177	CDS	-	366864	367544
BG11178	CDS	-	367554	368417
BG11179	CDS	+	368795	369250
BG11180	CDS	+	369332	369664
BG11181	CDS	+	369818	371251
BG10839	CDS	-	371288	371686
BG10838	CDS	-	371713	372156
BG10790	CDS	-	372330	374051
BG11182	CDS	-	374162	374719
BG11183	CDS	-	374725	375357
BG11184	CDS	+	375589	375951
BG10168	CDS	+	376525	387291
BG10169	CDS	+	387304	398067
BG11045	CDS	+	390440	390580
BG10170	CDS	+	398104	401928
BG10171	CDS	+	401957	402685
BG10172	CDS	+	402786	404015
BG10173	CDS	-	404030	404587
BG10174	CDS	-	404641	405579
BG10175	CDS	+	405703	407037
BG10176	CDS	-	407210	407707
BG12779	CDS	-	407812	408459
BG11185	CDS	-	408777	409520
BG11186	CDS	-	409534	410238
BG11187	CDS	-	410225	411031
BG12022	CDS	-	411146	412018
BG12023	CDS	+	412108	412722
BG12024	CDS	+	412725	414146
BG12025	CDS	+	414163	414852
BG12026	CDS	+	414918	415763
BG12027	CDS	-	415803	417281
BG12028	CDS	+	417561	419315
BG12780	CDS	-	419331	419552
BG11392	CDS	+	419678	421312
BG11394	CDS	+	421302	422525
BG11393	CDS	+	422550	423671
BG12029	CDS	-	423776	424456
BG12030	CDS	-	424472	425932
BG12031	CDS	+	426145	426828
BG12032	CDS	+	426815	428236
BG11966	CDS	+	428399	429547
BG11959	CDS	+	429531	429653
BG12033	CDS	-	430191	431555
BG12034	CDS	+	431940	432890
BG12035	CDS	+	432883	433830
BG12036	CDS	+	433824	434582
BG12037	CDS	+	434604	435557
BG12038	CDS	-	435604	437022
BG12039	CDS	-	437042	437920
BG12040	CDS	-	438084	438833
BG12041	CDS	-	438850	439137
BG12781	CDS	+	439277	439591
BG12042	CDS	-	439593	441032
BG12043	CDS	+	441139	442449
BG12044	CDS	+	442518	443906
BG11066	CDS	+	444029	444892
BG10545	CDS	+	444912	445697
BG12045	CDS	-	445742	446356
BG12046	CDS	-	446369	447994
BG12047	CDS	-	448029	448601
BG12048	CDS	+	448766	449119
BG11215	CDS	+	449292	451124
BG11216	CDS	+	451177	452277
BG11222	CDS	+	452385	453449
BG11223	CDS	+	453584	454147
BG12782	CDS	-	454257	454814
BG11225	CDS	+	454900	455292
BG11226	CDS	+	455622	456371
BG11227	CDS	+	456576	457349
BG11228	CDS	+	457364	458578
BG11230	CDS	+	458584	459375
BG11231	CDS	+	459419	460141
BG14193	CDS	+	460144	461157
BG11214	CDS	+	461173	461913
BG11232	CDS	+	461988	462629
BG12783	CDS	+	462802	463047
BG12784	CDS	-	463053	463340
BG11234	CDS	+	463491	465497
BG11235	CDS	+	465599	466501
BG12049	CDS	+	466687	468771
BG12050	CDS	+	468982	470379
BG12051	CDS	-	470514	471059
BG12052	CDS	+	471267	472127
BG12053	CDS	+	472143	472646
BG12054	CDS	+	472731	473282
BG19017	CDS	+	473360	473782
BG12055	CDS	+	474288	475097
BG12807	CDS	-	475141	475431
BG12056	CDS	+	475616	476050
BG11979	CDS	+	476115	478298
BG12057	CDS	+	478501	479589
BG12058	CDS	+	479570	480421
BG12059	CDS	+	480432	482141
BG12060	CDS	+	482134	483396
BG12061	CDS	+	483402	485513
BG12062	CDS	+	485989	487812
BG11956	CDS	+	487871	488320
BG12063	CDS	+	488387	490111
BG12064	CDS	+	490288	490578
BG12065	CDS	-	490702	491979
BG12066	CDS	-	492209	492466
BG12067	CDS	-	492544	492996
BG12068	CDS	+	493114	493932
BG10826	CDS	+	494061	494432
BG12069	CDS	+	494564	494905
BG12070	CDS	+	494899	495258
BG12071	CDS	-	495295	496116
BG12072	CDS	-	496207	497259
BG12073	CDS	+	497329	498936
BG12074	CDS	+	498926	499606
BG12075	CDS	+	499727	500992
BG12076	CDS	+	501140	502192
BG12077	CDS	+	502469	503395
BG12078	CDS	+	503415	504155
BG12079	CDS	+	504250	504585
BG12080	CDS	+	504713	505858
BG12081	CDS	-	505883	506062
BG12082	CDS	+	506427	507299
BG12083	CDS	-	507314	507634
BG11932	CDS	+	507809	508873
BG12084	CDS	+	508945	510318
BG12085	CDS	+	510667	512202
BG12086	CDS	+	512375	512854
BG12087	CDS	+	512844	514325
BG12088	CDS	-	514577	515176
BG12089	CDS	+	515271	515636
BG12090	CDS	+	515697	516818
BG10950	CDS	+	516933	518102
BG12091	CDS	+	518218	518499
BG12092	CDS	+	518504	518854
BG11090	CDS	+	518969	519793
BG11091	CDS	+	519798	520163
BG11092	CDS	+	520167	520568
BG11057	CDS	+	520580	521587
BG10733	CDS	+	521649	521978
BG10734	CDS	+	521975	522457
BG10735	CDS	+	522417	523211
BG10736	CDS	+	523211	523810
BG12093	CDS	+	524053	524346
BG12094	CDS	+	524343	524783
BG12095	CDS	+	524767	525210
BG12096	CDS	+	525304	527463
BG12098	CDS	+	527690	528142
BG12099	CDS	-	529066	530172
BG12100	CDS	-	530185	530694
BG12101	CDS	-	530691	531074
BG12670	CDS	+	531348	531542
BG12102	CDS	+	531853	532113
BG12103	CDS	+	532483	532863
BG12104	CDS	+	532899	534341
BG12105	CDS	+	534334	535392
BG12106	CDS	+	535657	535926
BG12107	CDS	+	535965	536231
BG12108	CDS	+	536248	536556
BG12109	CDS	+	536546	537610
BG12110	CDS	+	537622	537870
BG12111	CDS	+	537883	538407
BG12112	CDS	+	538295	540790
BG12113	CDS	+	540809	541135
BG12114	CDS	+	541139	543586
BG12115	CDS	+	543583	544572
BG12116	CDS	+	544587	545093
BG12117	CDS	+	545156	545536
BG12118	CDS	-	545727	546527
BG12119	CDS	+	546867	548042
BG12645	CDS	+	547999	548118
BG12120	CDS	+	548271	549212
BG12121	CDS	-	549783	550802
BG12122	CDS	+	551062	551472
BG12123	CDS	-	551595	552044
BG12124	CDS	+	552159	552701
BG12125	CDS	+	553254	554018
BG12126	CDS	+	554212	555522
BG12127	CDS	+	556306	556992
BG12128	CDS	+	557952	558545
BG11024	CDS	+	558808	559008
BG12129	CDS	-	559695	560156
BG12808	CDS	-	560724	560960
BG12130	CDS	-	561058	561933
BG12131	CDS	+	562046	563005
BG12132	CDS	-	563158	564030
BG12133	CDS	+	564248	565645
BG12134	CDS	+	565755	567047
BG12135	CDS	+	567206	567652
BG12136	CDS	+	567889	568482
BG12137	CDS	-	568834	569493
BG12138	CDS	-	569915	570778
BG12139	CDS	+	570933	572324
BG12140	CDS	+	572518	572943
BG12141	CDS	-	572996	573568
BG12809	CDS	-	573650	573979
BG12142	CDS	+	574234	575106
BG12143	CDS	-	575256	575642
BG12144	CDS	+	575753	576346
BG12145	CDS	-	576490	577677
BG12146	CDS	+	577881	578477
BG12147	CDS	+	579085	579420
BG12148	CDS	+	579433	580740
BG12149	CDS	+	581238	582023
BG12150	CDS	-	582080	583000
BG12151	CDS	+	583133	584581
BG12152	CDS	-	584699	585322
BG12153	CDS	+	585412	586092
BG12154	CDS	-	586172	586615
BG12155	CDS	+	587288	588511
BG12156	CDS	+	588504	589145
BG12157	CDS	+	589261	591435
BG11957	CDS	-	591847	592749
BG12158	CDS	-	592951	593640
BG12159	CDS	-	593730	594542
BG12160	CDS	-	594653	595546
BG12161	CDS	+	596022	596642
BG12162	CDS	+	596658	597596
BG12163	CDS	+	597698	598087
BG12164	CDS	+	598273	598611
BG12810	CDS	-	598651	598887
BG12165	CDS	-	599773	600450
BG12166	CDS	+	600563	601270
BG12167	CDS	-	601285	601716
BG12168	CDS	-	601729	601971
BG12169	CDS	-	601985	602257
BG12170	CDS	+	602556	603143
BG12171	CDS	+	603140	603484
BG12172	CDS	+	603647	604120
BG10767	CDS	-	604280	605923
BG12173	CDS	-	606243	607619
BG10539	CDS	-	607791	608309
BG12174	CDS	+	608478	608936
BG12175	CDS	+	608933	611590
BG12176	CDS	-	611736	612365
BG12177	CDS	-	612381	612875
BG12178	CDS	+	613186	614394
BG12179	CDS	-	614389	615168
BG12180	CDS	+	615417	616091
BG12181	CDS	+	616218	617537
BG12182	CDS	+	617683	618828
BG12183	CDS	-	618867	619577
BG10697	CDS	-	619643	621031
BG12184	CDS	+	621393	621764
BG12185	CDS	-	621840	622337
BG12186	CDS	-	622355	622837
BG12187	CDS	+	622920	623897
BG12188	CDS	+	624039	624656
BG12189	CDS	-	624672	625838
BG12190	CDS	+	626169	626480
BG12191	CDS	+	626480	626812
BG12192	CDS	+	626831	628159
BG12193	CDS	+	628177	629574
BG12194	CDS	+	629717	630430
BG12195	CDS	+	630459	631358
BG12196	CDS	+	631355	632302
BG12197	CDS	+	632321	633409
BG12198	CDS	-	633470	633925
BG00113	rRNA	+	634981	636533
BG00032	rRNA	+	636702	639629
BG00033	rRNA	+	639685	639800
BG10693	CDS	+	640209	641186
BG12199	CDS	+	641201	641677
BG12200	CDS	+	641658	642347
BG12201	CDS	+	642357	642812
BG12202	CDS	+	642805	643845
BG12203	CDS	-	644075	646003
BG12204	CDS	+	646129	646641
BG12205	CDS	+	646638	647285
BG12206	CDS	+	647307	647480
BG12207	CDS	+	647487	648251
BG12208	CDS	-	648289	648480
BG12209	CDS	-	648477	649211
BG10422	CDS	+	649450	649734
BG10423	CDS	+	649781	651415
BG12785	CDS	+	652979	653359
BG12786	CDS	+	654526	654741
BG12787	CDS	+	654771	656054
BG12788	CDS	+	656076	657245
BG12789	CDS	+	657731	657919
BG12790	CDS	+	659171	660112
BG12791	CDS	+	660144	661175
BG12792	CDS	+	661178	662575
BG12793	CDS	+	663149	663484
BG12794	CDS	+	663867	664217
BG10178	CDS	-	664323	666812
BG10177	CDS	+	667014	668075
BG12795	CDS	+	668149	669540
BG12796	CDS	+	669635	670597
BG12797	CDS	+	670793	671476
BG12798	CDS	+	671542	672567
BG12799	CDS	+	672567	673331
BG12800	CDS	+	673362	674333
BG12801	CDS	-	674380	675405
BG12802	CDS	+	675990	677411
BG12803	CDS	-	677459	678499
BG11036	CDS	+	678938	679309
BG12804	CDS	+	679375	680421
BG12805	CDS	-	680803	681012
BG12806	CDS	-	681095	681910
BG12210	CDS	-	681923	682912
BG10490	CDS	-	683010	684551
BG11328	CDS	-	684703	686112
BG11329	CDS	+	686510	687382
BG12211	CDS	+	687535	688497
BG12212	CDS	+	688881	689693
BG12213	CDS	+	689890	691857
BG10647	CDS	+	692090	693631
BG12811	CDS	+	694011	695333
BG12812	CDS	+	695535	696338
BG12813	CDS	+	696497	696790
BG12814	CDS	+	696880	697434
BG12816	CDS	+	697434	697631
BG10700	CDS	+	697954	698442
BG10701	CDS	+	698435	699574
BG10702	CDS	+	699571	700866
BG10703	CDS	+	700939	701664
BG10704	CDS	+	701657	701911
BG10706	CDS	+	701908	702591
BG10705	CDS	+	702575	704803
BG10707	CDS	+	704779	706209
BG10708	CDS	+	706311	707351
BG10709	CDS	+	707348	707935
BG10710	CDS	+	707932	709470
BG10711	CDS	+	709486	710754
BG12874	CDS	-	710957	711214
BG12817	CDS	+	711358	712749
BG12829	CDS	+	713003	714745
BG12830	CDS	+	714772	715767
BG12831	CDS	+	715770	716084
BG12832	CDS	-	716119	717696
BG12833	CDS	+	717961	718647
BG12834	CDS	+	718709	720928
BG12835	CDS	+	720952	722958
BG12836	CDS	+	722974	724164
BG12837	CDS	+	724326	725336
BG11845	CDS	-	725374	726072
BG12641	CDS	-	726179	727657
BG12838	CDS	+	728071	728361
BG12839	CDS	+	728377	729834
BG12840	CDS	+	729848	731278
BG12841	CDS	-	731293	732162
BG12842	CDS	+	732255	735452
BG12843	CDS	+	735775	736686
BG12826	CDS	+	736942	738321
BG12827	CDS	-	738334	739236
BG12828	CDS	+	739175	739552
BG12818	CDS	+	739627	742266
BG12819	CDS	+	742278	744074
BG12820	CDS	+	744187	745335
BG12821	CDS	-	745597	745902
BG12872	CDS	-	745969	746175
BG12822	CDS	-	746415	748898
BG12823	CDS	+	749034	750131
BG11031	CDS	+	750293	751588
BG12824	CDS	+	751749	752468
BG12825	CDS	+	752602	753039
BG14194	CDS	+	753154	753738
BG12844	CDS	+	753817	754260
BG11808	CDS	+	754257	755117
BG11799	CDS	+	755244	755492
BG11800	CDS	+	755437	755739
BG11801	CDS	+	755754	756323
BG11809	CDS	+	756448	756990
BG12845	CDS	+	756926	757315
BG12846	CDS	+	757430	758059
BG12847	CDS	+	758056	759789
BG12848	CDS	+	759789	760895
BG12849	CDS	+	761044	762282
BG12850	CDS	+	762279	763208
BG12851	CDS	+	763212	764102
BG12852	CDS	+	764118	765152
BG12853	CDS	+	765175	767460
BG12854	CDS	+	767474	768172
BG12855	CDS	+	768165	768827
BG12856	CDS	+	768824	769450
BG12857	CDS	+	769571	771433
BG12858	CDS	+	771479	773317
BG12859	CDS	+	773475	774128
BG12860	CDS	+	774136	776127
BG12861	CDS	+	776171	778744
BG10434	CDS	+	778866	780374
BG10435	CDS	+	780429	781385
BG10857	CDS	+	781399	782286
BG10858	CDS	+	782295	783635
BG12862	CDS	+	783718	784413
BG12863	CDS	-	784450	784827
BG12864	CDS	-	784880	785242
BG12865	CDS	+	785522	786607
BG12873	CDS	+	786613	786897
BG12875	CDS	+	787052	787219
BG12866	CDS	+	787329	787973
BG12867	CDS	+	787973	788965
BG12868	CDS	-	788989	789492
BG12869	CDS	+	789655	790764
BG12870	CDS	-	790799	791869
BG12871	CDS	+	792019	795204
BG12980	CDS	+	795651	797570
BG12979	CDS	+	797806	798570
BG12978	CDS	+	798640	799545
BG12977	CDS	+	799569	800480
BG12976	CDS	+	800509	801687
BG12975	CDS	+	801688	802623
BG12974	CDS	-	802654	803883
BG12973	CDS	-	803994	804701
BG12972	CDS	-	804793	806178
BG12971	CDS	+	806428	807885
BG12970	CDS	+	807899	808759
BG12969	CDS	+	808894	810783
BG12968	CDS	+	810906	811352
BG12967	CDS	+	811477	811899
BG12966	CDS	+	811965	813155
BG12965	CDS	+	813446	813601
BG12964	CDS	-	813721	815277
BG12963	CDS	+	815450	816580
BG12962	CDS	+	816648	817094
BG12961	CDS	-	817147	818166
BG12960	CDS	-	818648	819868
BG12959	CDS	+	820066	820137
BG12958	CDS	+	820204	821667
BG12957	CDS	-	822240	823040
BG12956	CDS	-	823053	824054
BG12955	CDS	-	824051	825052
BG12954	CDS	-	825124	826071
BG12953	CDS	-	826180	826548
BG12952	CDS	+	826589	826756
BG19020	CDS	+	826792	827139
BG10840	CDS	+	827330	828592
BG12951	CDS	+	828719	830155
BG12576	CDS	+	830282	831910
BG12577	CDS	+	831882	832562
BG12950	CDS	+	832745	833524
BG11832	CDS	+	833720	835021
BG12949	CDS	+	835077	835871
BG12948	CDS	+	836071	837081
BG12947	CDS	-	837072	837347
BG12946	CDS	+	837414	838079
BG12945	CDS	-	838120	838257
BG12944	CDS	-	838414	838569
BG12943	CDS	-	838676	838990
BG12942	CDS	-	839072	839821
BG12941	CDS	+	839993	841351
BG12940	CDS	-	841384	843333
BG12939	CDS	+	843434	843571
BG12938	CDS	+	843587	843739
BG12937	CDS	+	843721	843981
BG12936	CDS	+	844106	845521
BG12935	CDS	-	845518	846594
BG12934	CDS	-	846618	846818
BG12933	CDS	-	846834	847988
BG12932	CDS	-	847969	849510
BG11009	CDS	+	849703	851115
BG11010	CDS	+	851186	852871
BG11011	CDS	+	852892	853608
BG12931	CDS	+	853748	854413
BG12930	CDS	-	854450	858838
BG12929	CDS	+	859081	859599
BG12928	CDS	-	859639	860829
BG12927	CDS	-	860922	861137
BG12926	CDS	+	861340	861810
BG12925	CDS	+	861828	862148
BG12924	CDS	+	862172	862999
BG12923	CDS	-	863198	864373
BG12922	CDS	+	864541	865596
BG12921	CDS	+	865667	866461
BG12920	CDS	-	866500	867342
BG12919	CDS	-	867343	867804
BG12918	CDS	-	867999	868463
BG12916	CDS	+	868608	868793
BG12915	CDS	+	868894	869685
