source	BG	Bsu	Bmo	Bam	Bli	Bpu	Ban	Bce	Bth	Bwe	Bcl	Bha	Profile11
ids.tab	BG10799	BG10799 	Bmo2020 	RBAM_011420 	NT03BL1303 	BPUM_1068 	BA_1188 	BC_3340 	NT02BT1225 NT02BT3366 	BcerKBAB4_1087 	NT03BC2888 	BH2200 BH2870 	Y
ids.tab	BG10830	BG10830 	Bmo1271 	RBAM_015810 	NT03BL1911 	BPUM_1496 	BA_3983 	BC_3843 BC_3956 	NT02BT3827 	BcerKBAB4_3668 	NT03BC2619 NT03BC2728 	BH2413 BH2484 	Y
ids.tab	BG10831	BG10831 	Bmo1272 	RBAM_015820 	NT03BL1912 	BPUM_1497 	BA_3982 	BC_3842 	NT02BT3826 	BcerKBAB4_3667 	NT03BC2618 	BH2483 	Y
ids.tab	BG10874	BG10874 	Bmo722 	RBAM_025710 	NT03BL3203 	BPUM_2522 	BA_4804 	BC_4561 	NT02BT4556 	BcerKBAB4_4392 	NT03BC3050 	BH3111 	Y
ids.tab	BG10875	BG10875 BG13905 	Bmo721 	RBAM_025700 RBAM_026930 	NT03BL3202 	BPUM_2521 	BA_4803 BA_4943 	BC_4560 	NT02BT4555 NT02BT4688 	BcerKBAB4_4391 BcerKBAB4_4523 	NT03BC3049 NT03BC3151 	BH2545 BH3110 	Y
ids.tab	BG10897	BG10897 	Bmo307 	RBAM_031280 	NT03BL3896 	BPUM_3055 	BA_5366 	NA	NT02BT5111 	BcerKBAB4_4929 	NT03BC3420 	BH3558 	
ids.tab	BG10898	BG10898 	Bmo306 	RBAM_031270 	NT03BL3895 	BPUM_3054 	BA_5365 	BC_5136 	NT02BT5110 	BcerKBAB4_4928 	NT03BC3419 	BH1530 BH3557 	Y
ids.tab	BG10899	BG10899 	Bmo305 	RBAM_031260 	NT03BL3894 	BPUM_3053 	BA_5364 	BC_5135 	NT02BT5109 	BcerKBAB4_4927 	NT03BC3418 	BH3556 	Y
ids.tab	BG10939	BG10939 	NA	RBAM_034110 	NT03BL4179 	BPUM_3340 	BA_5568 	BC_5325 	NT02BT5310 	BcerKBAB4_5123 	NT03BC4375 	BH3771 	
ids.tab	BG10944	BG10944 	Bmo611 	RBAM_034060 	NT03BL4174 	BPUM_3335 	BA_0620 BA_5558 	BC_5316 	NT02BT5299 	BcerKBAB4_5114 	NT03BC4368 	BH3765 	Y
ids.tab	BG10948	BG10948 	NA	RBAM_002320 	NT03BL0193 NT03BL3383 	BPUM_0165 	BA_0159 	BC_0190 	NT02BT0196 	BcerKBAB4_0152 	NT03BC0297 	BH0268 	
ids.tab	BG10950	BG10950 	Bmo1420 	RBAM_004980 RBAM_022540 	NT03BL0574 NT03BL2947 	BPUM_0437 BPUM_1146 	BA_0252 	BC_0264 	NT02BT0273 	BcerKBAB4_0230 	NT03BC0919 	BH0520 	Y
ids.tab	BG10957	BG10957 	Bmo2881 	RBAM_020500 	NT03BL2511 	BPUM_1967 	BA_1569 	BC_1547 	NT02BT1580 	BcerKBAB4_1471 	NT03BC2358 	BH1697 	Y
ids.tab	BG10958-BG12572	BG10958 BG12572 	Bmo1002 Bmo2579 Bmo2880 	RBAM_000920 RBAM_020510 RBAM_024660 	NT03BL0100 NT03BL2512 NT03BL3060 	BPUM_1968 BPUM_2396 	BA_2186 BA_4632 BA_4802 	BC_2169 BC_4397 BC_4559 	NT02BT2171 NT02BT4395 NT02BT4554 	BcerKBAB4_2021 BcerKBAB4_4249 BcerKBAB4_4390 	NT03BC1811 NT03BC2359 	BH1252 BH1696 	Y
ids.tab	BG10973	BG10973 	Bmo825 	RBAM_026910 	NT03BL3318 	BPUM_2626 	BA_4938 	BC_4684 	NT02BT4684 	BcerKBAB4_4518 	NT03BC3148 	BH3248 	Y
ids.tab	BG11004	BG11004 	Bmo2830 	RBAM_021040 	NT03BL2579 	BPUM_2022 	BA_1518 	BC_1497 	NT02BT1531 	BcerKBAB4_1420 	NT03BC2148 	BH1634 	Y
ids.tab	BG11007	BG11007 BG11979 	Bmo1286 Bmo1456 	RBAM_004480 RBAM_015950 	NT03BL0528 NT03BL1924 	BPUM_0400 BPUM_1510 	BA_0375 BA_3971 	BC_0417 BC_3831 	NT02BT0434 NT02BT1749 NT02BT3815 	BcerKBAB4_0356 BcerKBAB4_3656 	NT03BC2601 NT03BC4466 	BH2467 	Y
ids.tab	BG11041	BG11041 	NA	RBAM_001690 	NT03BL0153 	BPUM_0131 	BA_0138 	BC_0159 	NT02BT0164 	BcerKBAB4_0133 	NT03BC0214 	BH0163 	
ids.tab	BG11042	BG11042 	NA	RBAM_001650 	NT03BL0151 	BPUM_0127 	BA_0134 	BC_0155 	NT02BT0160 	BcerKBAB4_0129 	NA	BH0159 	
ids.tab	BG11043	BG11043 	NA	RBAM_001640 	NA	BPUM_0126 	BA_0133 	BC_0154 	NT02BT0159 	BcerKBAB4_0128 	NT03BC0210 	BH0158 	
ids.tab	BG11056	BG11056 BG13344 	Bmo2371 	RBAM_001380 	NT03BL0133 	BPUM_0099 	BA_0108 	BC_0129 	NT02BT0134 	BcerKBAB4_0103 	NT03BC0185 	BH0132 	Y
ids.tab	BG11062	BG11062 	NA	RBAM_031290 	NT03BL3897 	BPUM_3056 	BA_5367 	NA	NT02BT5112 	BcerKBAB4_4930 	NT03BC3421 	BH3559 	
ids.tab	BG11078	BG11078 	NA	RBAM_001460 	NA	BPUM_0107 	BA_0115 	BC_0136 	NT02BT0141 	BcerKBAB4_0110 	NT03BC0192 	BH0139 	
ids.tab	BG11188	BG11188 	Bmo1138 	RBAM_023590 	NT03BL2888 	BPUM_2262 	BA_4524 	BC_4297 	NT02BT4294 	BcerKBAB4_4151 	NT03BC1932 	BH1367 	Y
ids.tab	BG11191	BG11191 	Bmo479 	RBAM_032830 	NT03BL4049 	BPUM_3220 	BA_5510 	NA	NA	NA	NT03BC3803 	BH3659 	
ids.tab	BG11206	BG11206 	Bmo2872 	RBAM_020590 	NT03BL2522 	BPUM_1975 BPUM_2499 	BA_1560 	BC_1537 	NT02BT1571 	BcerKBAB4_1463 	NT03BC2369 	BH1685 	Y
ids.tab	BG11207	BG11207 	Bmo2867 	RBAM_020640 	NT03BL2527 	BPUM_1980 	BA_1555 	BC_1532 	NT02BT1566 	BcerKBAB4_1458 	NT03BC2195 	BH1680 	Y
ids.tab	BG11208	BG11208 	Bmo2871 	RBAM_020600 	NT03BL2523 	BPUM_1976 	BA_1559 	BC_1536 	NT02BT1570 	BcerKBAB4_1462 	NT03BC2370 	BH1684 BH2881 	Y
ids.tab	BG11217	BG11217 	NA	RBAM_001440 	NT03BL0137 	BPUM_0105 	BA_0113 	BC_0134 	NT02BT0139 	BcerKBAB4_0108 	NT03BC0190 	BH0137 	
ids.tab	BG11218	BG11218 	NA	RBAM_001410 	NT03BL0134 	BPUM_0102 	BA_0110 	BC_0131 	NT02BT0136 	BcerKBAB4_0105 	NT03BC0187 	BH0134 	
ids.tab	BG11219	BG11219 	NA	RBAM_001420 	NT03BL0135 	BPUM_0103 	BA_0111 	BC_0132 	NT02BT0137 	BcerKBAB4_0106 	NT03BC0188 	BH0135 	
ids.tab	BG11220	BG11220 	NA	RBAM_001290 	NT03BL0125 	BPUM_0089 	BA_0099 	BC_0119 	NT02BT0125 	BcerKBAB4_0094 	NT03BC0176 	BH0121 	
ids.tab	BG11221	BG11221 	NA	RBAM_001430 	NT03BL0136 	BPUM_0104 	BA_0112 	BC_0133 	NT02BT0138 	BcerKBAB4_0107 	NT03BC0189 	BH0136 	
ids.tab	BG11244	BG11244 	Bmo617 	RBAM_034170 	NT03BL4190 	BPUM_3345 	BA_5572 	BC_5329 	NT02BT5314 	BcerKBAB4_5127 	NT03BC4379 	BH3775 	Y
ids.tab	BG11247	BG11247 	Bmo3194 	RBAM_017690 	NT03BL2138 	BPUM_1690 	BA_3744 	BC_3682 	NT02BT3678 	BcerKBAB4_3369 	NT03BC2478 NT03BC3168 	BH2352 	Y
ids.tab	BG11341	BG11341 	Bmo651 	RBAM_034480 	NT03BL4215 	BPUM_3383 	BA_2175 BA_5611 	BC_5364 	NT02BT2164 NT02BT5348 	BcerKBAB4_2010 BcerKBAB4_5158 	NT03BC2613 NT03BC4401 	BH3808 	Y
ids.tab	BG11366	BG11366 	Bmo2837 	RBAM_020990 	NT03BL2570 	BPUM_2014 	BA_0197 BA_1526 	BC_1505 	NT02BT1539 	BcerKBAB4_1429 	NT03BC2154 	BH1640 	Y
ids.tab	BG11373	BG11373 	NA	RBAM_016760 	NT03BL2013 	BPUM_1596 	BA_0959 BA_3917 	BC_3781 	NT02BT1451 NT02BT3766 	BcerKBAB4_0854 BcerKBAB4_1338 BcerKBAB4_3552 	NT03BC2520 	BH2386 	
ids.tab	BG11383	BG10305 BG11383 BG12660 	Bmo1229 Bmo1579 	RBAM_022680 	NT03BL2771 	BPUM_2167 	BA_4409 	BC_4184 	NT02BT4179 	BcerKBAB4_4037 	NT03BC2804 	BH2788 	Y
ids.tab	BG11384	BG11384 	Bmo1230 	RBAM_022670 	NT03BL2770 	BPUM_2166 	BA_4408 	BC_4183 	NT02BT4178 	BcerKBAB4_4036 	NT03BC2803 	BH2787 	Y
ids.tab	BG11404	BG11404 	Bmo3279 	RBAM_017180 	NT03BL2069 	BPUM_1629 	NA	BC_1354 	NT02BT1388 	BcerKBAB4_1268 BcerKBAB4_1269 	NT03BC3521 	BH0501 BH2810 	
ids.tab	BG11405	BG11405 BG13725 	Bmo3278 	RBAM_017190 	NT03BL2070 	BPUM_1630 	BA_1372 	BC_1355 	NT02BT1389 	BcerKBAB4_1270 	NT03BC3522 	BH0502 	Y
ids.tab	BG11408	BG11408 	NA	RBAM_001560 	NT03BL0144 	BPUM_0117 	BA_0125 	BC_0146 	NT02BT0151 	BcerKBAB4_0120 	NT03BC0202 	BH0149 	
ids.tab	BG11409	BG11409 	NA	RBAM_001570 	NT03BL0145 	BPUM_0118 	BA_0126 	BC_0147 	NT02BT0152 	BcerKBAB4_0121 	NT03BC0203 	BH0150 	
ids.tab	BG11426	BG11426 BG13722 	Bmo3280 	RBAM_017170 	NT03BL2068 	BPUM_1628 	BA_1369 	BC_1353 	NT02BT1386 	BcerKBAB4_1267 	NT03BC3520 	NA	
ids.tab	BG11443	BG11443 	Bmo2836 	RBAM_021000 	NT03BL2571 	BPUM_2015 	BA_1525 BA_1595 BA_4524 	BC_1504 BC_4297 	NT02BT1538 NT02BT4294 	BcerKBAB4_1428 	NT03BC2152 	BH1638 	Y
ids.tab	BG11461	BG11461 	NA	RBAM_037390 	NT03BL4593 	BPUM_3688 	BA_5714 	BC_5462 	NT02BT5452 	BcerKBAB4_5258 	NT03BC4625 	BH4026 	
ids.tab	BG11535	BG10628 BG11155 BG11535 	Bmo1265 	RBAM_015740 	NT03BL0343 NT03BL1257 NT03BL1340 NT03BL1904 NT03BL2008 NT03BL2727 NT03BL2748 	BPUM_1490 BPUM_2854 	BA_0748 BA_1847 BA_2368 BA_3989 BA_4204 	BC_0770 BC_3849 	NT02BT1853 NT02BT3347 NT02BT3833 NT02BT4712 	BcerKBAB4_1893 BcerKBAB4_3674 	NT03BC1600 NT03BC2626 	BH2491 	Y
ids.tab	BG11536	BG11536 BG14186 	Bmo1266 	RBAM_015750 RBAM_016940 	NT03BL1905 	BPUM_1491 	BA_3988 	BC_3848 	NT02BT3832 	BcerKBAB4_3673 	NT03BC2625 	BH2490 	Y
ids.tab	BG11537	BG11537 	Bmo1267 	RBAM_015760 	NT03BL1906 NT03BL1907 	BPUM_1492 	BA_3987 	BC_3847 	NT02BT3831 	BcerKBAB4_3672 	NT03BC2624 	BH2489 	Y
ids.tab	BG11538	BG11538 	Bmo1268 Bmo2353 	RBAM_015770 	NT03BL1908 	BPUM_1493 BPUM_2281 	BA_3983 BA_3986 	BC_3843 BC_3846 BC_4477 	NT02BT3827 NT02BT3830 	BcerKBAB4_3671 	NT03BC2622 NT03BC3934 	BH2487 	Y
ids.tab	BG11539	BG11539 	Bmo1269 Bmo1314 	RBAM_015780 	NT03BL1909 NT03BL1953 	BPUM_1494 	BA_3985 	BC_3845 	NT02BT3829 	BcerKBAB4_3670 	NT03BC2619 NT03BC2621 	BH2486 	Y
ids.tab	BG11636	BG11636 	Bmo1100 	RBAM_023970 	NT03BL2929 	BPUM_2301 	BA_4562 	BC_4332 	NT02BT4329 	BcerKBAB4_4186 	NT03BC1885 	BH1323 	Y
ids.tab	BG11637	BG11637 	NA	RBAM_023950 	NT03BL2927 	BPUM_2299 	BA_4560 	BC_4330 	NT02BT4327 	BcerKBAB4_4184 	NT03BC1887 	BH1325 	
ids.tab	BG11638	BG11638 	Bmo1102 	RBAM_023940 	NT03BL2926 	BPUM_2298 	BA_4558 	BC_4329 	NT02BT4326 	BcerKBAB4_4183 	NT03BC1888 	BH1326 	Y
ids.tab	BG11642	BG11642 	Bmo1111 	RBAM_023860 	NT03BL2917 	BPUM_2289 	BA_4548 	BC_4321 BC_4649 	NT02BT4317 	BcerKBAB4_4174 	NT03BC1898 	BH1337 	Y
ids.tab	BG11643	BG11643 	Bmo1112 	RBAM_023850 	NT03BL2916 	BPUM_2288 	BA_4547 	BC_4320 	NT02BT4316 	BcerKBAB4_4173 	NT03BC1899 	BH1339 	Y
ids.tab	BG11648	BG11648 	Bmo1128 	RBAM_023710 	NA	BPUM_2274 	BA_4534 	BC_4307 	NT02BT4303 	BcerKBAB4_4160 	NT03BC1920 	BH1354 	
ids.tab	BG11657	BG11657 	Bmo1141 	RBAM_023570 	NT03BL2884 	BPUM_2259 	NA	NA	NA	NA	NT03BC1937 	BH1370 	
ids.tab	BG11658	BG11658 	Bmo1142 	RBAM_023560 	NT03BL2883 	BPUM_2258 	NA	NA	NA	NA	NT03BC1938 	BH1371 	
ids.tab	BG11662	BG11662 	Bmo1152 Bmo1986 	RBAM_023470 	NT03BL1262 NT03BL2862 NT03BL3518 	BPUM_2249 	BA_1167 BA_4511 	BC_1160 	NT02BT1207 NT02BT4283 	BcerKBAB4_1062 BcerKBAB4_4140 	NT03BC1891 NT03BC1948 	BH0077 BH1329 BH1382 	Y
ids.tab	BG11671	BG11671 	Bmo1159 	RBAM_023380 	NT03BL2850 	BPUM_2235 	BA_4502 	BC_4276 	NT02BT4274 	BcerKBAB4_4131 	NT03BC1963 	BH1401 	Y
ids.tab	BG11711	BG11711 	Bmo1233 	RBAM_022640 	NT03BL2767 	BPUM_2163 	BA_4405 	BC_4180 	NT02BT4175 	BcerKBAB4_4033 	NT03BC3830 	BH2784 	Y
ids.tab	BG11714	BG11714 	Bmo1236 	RBAM_022610 	NT03BL2558 NT03BL2764 	BPUM_2160 	BA_1535 BA_4402 	BC_4177 	NT02BT1548 NT02BT4172 	BcerKBAB4_4030 	NT03BC2798 	BH2781 	Y
ids.tab	BG11715	BG11715 	Bmo1237 	RBAM_022600 	NT03BL2762 	BPUM_2159 	BA_4400 	BC_4176 	NT02BT4171 	BcerKBAB4_4029 	NT03BC2797 	BH2779 	Y
ids.tab	BG11740	BG11740 	Bmo1598 	RBAM_010440 RBAM_022150 	NT03BL2715 	BPUM_2115 	BA_4364 	BC_4138 	NT02BT4138 	BcerKBAB4_3973 	NT03BC2346 	BH1713 	Y
ids.tab	BG11792	BG10809 BG11792 	Bmo2430 	RBAM_015260 	NT03BL1855 NT03BL2300 	BPUM_1442 	BA_2064 BA_4034 	BC_2048 BC_3895 	NT02BT2047 NT02BT3878 	BcerKBAB4_1914 BcerKBAB4_3722 	NT03BC2666 	BH2545 	Y
ids.tab	BG11802	BG11802 	NA	RBAM_009210 	NT03BL1008 	BPUM_0081 BPUM_0843 	BA_0547 	BC_0546 	NT02BT0567 	BcerKBAB4_0462 	NT03BC1686 	BH1023 	
ids.tab	BG11803	BG11803 	Bmo3171 	RBAM_017910 	NT03BL2165 	BPUM_1710 	BA_3656 	BC_3596 	NT02BT3586 	BcerKBAB4_0355 BcerKBAB4_3284 	NT03BC2274 	BH2139 	Y
ids.tab	BG11804	BG11804 BG13947 	Bmo3172 	RBAM_017900 	NT03BL2164 	BPUM_1709 	BA_3657 BA_5539 	BC_3597 BC_5298 	NT02BT3587 NT02BT5279 	BcerKBAB4_3285 BcerKBAB4_5095 	NT03BC2275 	BH2140 	Y
ids.tab	BG11813	BG11813 	Bmo2349 	RBAM_014270 	NT03BL1752 NT03BL4590 	BPUM_1349 	BA_1737 BA_4190 BA_5245 	BC_3977 	NT02BT3962 	BcerKBAB4_3804 	NT03BC2755 	BH2662 	Y
ids.tab	BG11826	BG11826 	Bmo1434 Bmo3138 	RBAM_017880 	NT03BL2161 NT03BL3387 	BPUM_0421 BPUM_1707 	BA_3665 	BC_3604 	NT02BT3593 	BcerKBAB4_3291 	NT03BC2153 	BH1639 	Y
ids.tab	BG11836	BG10865 BG11836 	Bmo1264 	RBAM_015730 	NT03BL1903 	BPUM_1489 	BA_3990 	BC_3850 	NT02BT3834 	BcerKBAB4_3675 	NT03BC2627 	BH2492 	Y
ids.tab	BG11840	BG11840 	NA	RBAM_027570 	NT03BL3385 	BPUM_2686 	BA_5017 	BC_4761 	NT02BT4768 	BcerKBAB4_4594 	NT03BC3266 	BH3300 	
ids.tab	BG11843	BG11843 	Bmo1263 	RBAM_015720 	NT03BL1902 	BPUM_1488 	BA_3991 	BC_3851 	NT02BT3835 	BcerKBAB4_3676 	NT03BC2628 	BH2493 	Y
ids.tab	BG11932	BG11932 	Bmo1426 	RBAM_004900 	NT03BL0563 	BPUM_0427 	BA_2610 	BC_0257 	NT02BT0266 	BcerKBAB4_0223 	NT03BC3297 	BH1621 	Y
ids.tab	BG11937	BG11937 	Bmo1247 Bmo2205 	RBAM_006930 RBAM_012920 RBAM_015560 	NT03BL1887 	BPUM_1472 	BA_0297 BA_4004 	BC_0332 BC_3864 	NT02BT0350 NT02BT3848 	BcerKBAB4_0278 BcerKBAB4_3689 	NT03BC2641 NT03BC3163 	BH2508 	Y
ids.tab	BG11939	BG10441 BG11939 	Bmo1118 	RBAM_001370 	NT03BL0132 NT03BL1779 	BPUM_0098 	BA_0107 	BC_0128 	NT02BT0133 	BcerKBAB4_0102 	NT03BC0184 	BH0131 BH1400 	Y
ids.tab	BG11944	BG11944 	Bmo743 	RBAM_025930 	NT03BL3225 	NA	BA_4819 	BC_4575 	NT02BT4568 	BcerKBAB4_4406 	NT03BC3061 	BH3140 	
ids.tab	BG11955	BG10294 BG11955 	Bmo600 	RBAM_033920 	NT03BL4162 	BPUM_3321 	BA_5529 	BC_5288 	NT02BT5269 	BcerKBAB4_5085 	NT03BC4351 	BH1667 BH3749 	Y
ids.tab	BG11963	BG10118 BG11963 	Bmo1246 Bmo2606 	RBAM_000640 RBAM_015540 	NT03BL0070 NT03BL1885 	BPUM_0039 BPUM_1470 	BA_4006 BA_5703 	BC_3866 	NT02BT3850 	BcerKBAB4_3691 	NT03BC2642 	BH2509 	Y
ids.tab	BG11964	BG11964 	Bmo2726 	RBAM_025460 	NT03BL3171 	BPUM_2493 	BA_4717 	BC_4496 	NT02BT0891 NT02BT4480 NT02BT4752 	BcerKBAB4_4328 	NT03BC3026 	BH3071 	Y
ids.tab	BG11970	BG11970 	NA	RBAM_001740 	NA	BPUM_0136 	BA_0143 	BC_0164 	NT02BT0169 	BcerKBAB4_0138 	NT03BC0219 	BH0168 	
ids.tab	BG11971	BG11971 	Bmo742 	RBAM_025910 	NT03BL3223 	BPUM_2530 	BA_4817 	BC_4573 	NT02BT4566 	BcerKBAB4_4404 	NT03BC3059 	BH3138 	Y
ids.tab	BG11972	BG11972 	NA	RBAM_025920 	NT03BL3224 	BPUM_2531 	BA_4818 	BC_4574 	NT02BT4567 	BcerKBAB4_4405 	NT03BC3060 	BH3139 	
ids.tab	BG12084	BG12084 	Bmo1425 	RBAM_004910 	NT03BL0564 	BPUM_0428 	BA_0246 	BC_0258 	NT02BT0267 	BcerKBAB4_0224 	NT03BC2684 	BH2570 	Y
ids.tab	BG12089	BG12089 	NA	RBAM_004960 	NA	BPUM_0435 	BA_0250 	BC_0262 	NT02BT0271 	BcerKBAB4_0228 	NT03BC0917 	BH0518 	
ids.tab	BG12199-BG14007-BG14010-BG11205	BG10405 BG10980 BG11205 BG12199 BG12363 BG12386 BG13587 BG13973 BG14006 BG14007 BG14010 BG14103 	Bmo113 Bmo118 Bmo130 Bmo1563 Bmo172 Bmo1897 Bmo197 Bmo199 Bmo200 Bmo218 Bmo239 Bmo2447 Bmo251 Bmo283 Bmo480 Bmo481 Bmo487 Bmo564 Bmo567 Bmo592 Bmo63 Bmo65 	RBAM_000120 RBAM_006360 RBAM_008180 RBAM_019490 RBAM_022480 RBAM_029070 RBAM_029750 RBAM_029780 RBAM_030650 RBAM_032470 RBAM_032840 RBAM_032850 RBAM_034640 RBAM_037400 	NT03BL0637 NT03BL2289 NT03BL3099 NT03BL3463 NT03BL3584 NT03BL3598 NT03BL3652 NT03BL3655 NT03BL3751 NT03BL3984 NT03BL3994 NT03BL4009 NT03BL4050 NT03BL4052 NT03BL4153 	BPUM_0522 BPUM_1939 BPUM_2280 BPUM_2923 BPUM_2926 BPUM_3008 BPUM_3181 BPUM_3221 BPUM_3233 	BA_0258 BA_0758 BA_1312 BA_1646 BA_4739 BA_5213 BA_5216 BA_5452 BA_5511 	BC_0286 BC_0779 BC_1618 BC_3569 BC_4724 BC_4979 BC_4982 	NT02BT0295 NT02BT0808 NT02BT0968 NT02BT2125 NT02BT4977 NT02BT4980 	BcerKBAB4_0236 BcerKBAB4_0672 BcerKBAB4_1976 BcerKBAB4_4801 BcerKBAB4_4804 	NT03BC0439 NT03BC1005 NT03BC1753 NT03BC1812 NT03BC3334 NT03BC3370 NT03BC3373 NT03BC3804 NT03BC3920 NT03BC4457 	BH0049 BH0545 BH0806 BH1737 BH1941 BH3125 BH3467 BH3470 BH3592 BH3660 	Y
ids.tab	BG12200	BG12200 	Bmo38 	RBAM_006370 	NT03BL0638 	BPUM_0523 	BA_0259 	BC_0287 	NT02BT0296 	BcerKBAB4_0237 BcerKBAB4_0239 	NT03BC1006 	BH0546 BH0548 	Y
ids.tab	BG12202	BG12202 	Bmo37 Bmo38 	RBAM_006390 	NT03BL0640 	BPUM_0525 	BA_0261 	BC_0289 	NT02BT0298 	BcerKBAB4_0239 	NT03BC1008 	BH0548 	Y
ids.tab	BG12344	BG12344 	NA	RBAM_028730 	NT03BL3549 	BPUM_2834 	NA	NA	NA	NA	NT03BC0903 NT03BC1877 	BH1314 	
ids.tab	BG12345	BG12345 	Bmo95 	RBAM_028710 	NT03BL3547 	BPUM_2832 	NA	BC_5292 	NA	NA	NT03BC0901 	BH1316 	
ids.tab	BG12355	BG12355 	Bmo94 	RBAM_028680 	NT03BL3544 NT03BL3547 	BPUM_2829 BPUM_2832 	BA_5534 	BC_5293 	NT02BT5274 	BcerKBAB4_5090 	NT03BC0898 	BH1319 	Y
ids.tab	BG12356	BG12356 	NA	RBAM_028690 	NT03BL3545 	BPUM_2830 	NA	NA	NA	NA	NT03BC0899 NT03BC1881 	BH1318 	
ids.tab	BG12357	BG12357 	NA	RBAM_028700 	NT03BL3546 	BPUM_2831 	NA	NA	NA	NA	NT03BC0900 NT03BC1880 	BH1317 	
ids.tab	BG12391	BG12391 	Bmo139 	RBAM_029160 	NT03BL2983 NT03BL3593 	BPUM_2873 	BA_5160 	BC_4926 	NT02BT4928 	BcerKBAB4_4748 	NT03BC3316 	BH3408 	Y
ids.tab	BG12398	BG12398 	Bmo391 	RBAM_032010 	NT03BL3962 	BPUM_3117 	BA_5387 	BC_5159 	NT02BT5132 	BcerKBAB4_4951 	NT03BC3442 	BH3571 	Y
ids.tab	BG12557	BG12557 	Bmo775 	RBAM_026250 	NT03BL3259 	BPUM_1125 BPUM_2563 	BA_4845 	BC_4601 	NT02BT4592 	BcerKBAB4_0894 BcerKBAB4_4430 	NT03BC2931 NT03BC3096 	BH2957 BH3165 	Y
ids.tab	BG12563	BG12563 	Bmo1012 	RBAM_024510 	NT03BL3047 	BPUM_2380 	BA_1720 BA_4616 	BC_4383 	NT02BT4381 	BcerKBAB4_4235 	NT03BC1832 	BH1267 	Y
ids.tab	BG12575	BG10569 BG12575 	Bmo3346 	RBAM_016380 RBAM_035580 	NT03BL1967 	BPUM_1553 	BA_3960 	BC_3820 	NT02BT3804 	BcerKBAB4_3645 	NT03BC2557 	BH2422 	Y
ids.tab	BG12583	BG12583 	Bmo778 	RBAM_026280 	NT03BL3262 	BPUM_2566 	BA_4849 	BC_3816 BC_4605 	NT02BT4596 	BcerKBAB4_3640 BcerKBAB4_4434 	NT03BC3100 	BH3169 	Y
ids.tab	BG12587	BG12587 	Bmo3348 	RBAM_016360 	NT03BL1965 	BPUM_1551 	BA_3962 	BC_3822 	NT02BT3806 	BcerKBAB4_3647 	NT03BC2560 	BH2424 	Y
ids.tab	BG12605	BG12605 	Bmo1001 	RBAM_016410 RBAM_024670 	NT03BL3061 	NA	BA_0396 BA_4633 	BC_4398 	NT02BT0457 NT02BT4396 	BcerKBAB4_4250 	NT03BC1810 	BH1251 	
ids.tab	BG12644	BG12644 	Bmo774 	RBAM_026240 	NT03BL3258 	BPUM_2562 	BA_4844 	BC_4600 	NT02BT4591 	BcerKBAB4_4429 	NT03BC3095 NT03BC3964 	BH3164 	Y
ids.tab	BG12659	BG12659 	Bmo3343 Bmo670 	RBAM_016410 RBAM_024670 	NT03BL1970 NT03BL3233 	BPUM_1556 	BA_1424 BA_3957 BA_4633 	BC_1404 BC_3817 BC_4398 	NT02BT1439 NT02BT3801 NT02BT4396 	BcerKBAB4_1326 BcerKBAB4_3642 	NT03BC2554 	BH2419 BH2934 	Y
ids.tab	BG12667	BG12667 	Bmo1277 Bmo1670 	RBAM_015870 	NA	BPUM_1502 	BA_3978 	BC_3838 	NT02BT3822 	BcerKBAB4_3663 	NT03BC2612 	BH2478 	
ids.tab	BG12668	BG12668 	NA	RBAM_014940 	NA	BPUM_1401 	BA_4062 	BC_3923 	NT02BT3906 	BcerKBAB4_3750 	NA	BH2583 	
ids.tab	BG12684	BG12684 	Bmo458 Bmo842 	RBAM_020250 RBAM_027090 RBAM_032680 	NT03BL4031 	BPUM_3202 	BA_5435 	BC_5203 	NT02BT5178 	BcerKBAB4_4995 	NT03BC3583 	NA	
ids.tab	BG12687	BG12687 	Bmo1276 	RBAM_015860 	NT03BL1916 	BPUM_1501 	BA_3979 	BC_3839 	NT02BT3823 	BcerKBAB4_3664 	NT03BC2614 	BH2479 	Y
ids.tab	BG12704	BG12704 	NA	RBAM_002300 	NT03BL0192 	BPUM_0164 	BA_0157 	BC_0188 	NT02BT0195 	BcerKBAB4_0151 	NT03BC0295 	BH0267 	
ids.tab	BG12787	BG12627 BG12787 	NA	NA	NT03BL3158 	BPUM_0656 	NA	BC_0941 	NT02BT0979 NT02BT0980 NT02BTA0066 	NA	NA	NA	
ids.tab	BG12788	BG12788 	NA	NA	NA	BPUM_0561 BPUM_0656 	BA_3814 	BC_0941 	NT02BT0979 	BcerKBAB4_0816 BcerKBAB4_3450 	NT03BC3232 	BH3508 	
ids.tab	BG12834	BG12834 	Bmo1953 Bmo2476 	RBAM_007010 	NT03BL0748 	BPUM_0625 BPUM_0994 	BA_0305 BA_2814 	BC_0340 	NT02BT0357 	BcerKBAB4_0286 	NT03BC1251 NT03BC1615 NT03BC2943 	BH0648 BH2980 	Y
ids.tab	BG12835	BG12835 	Bmo2477 	RBAM_007020 	NT03BL0749 	BPUM_0626 	BA_0306 	BC_0341 	NT02BT0358 	BcerKBAB4_0287 	NT03BC1252 	BH0649 	Y
